Title;Authors;PMID;Include;Reason for exclusion;Publishing year;Publishing month;Submission year;Submission month;Research data;Healthcare data;ICD-10 chapter;COVID-19 research;First author;Senior author;Data source;Data origin;Time-to-Publication
Guideline-concordant-phenotyping: Identifying patient indications for implantable cardioverter defibrillators from electronic health records.;Manrodt C and Curtis AB and Soderlund D and Fonarow GC;32298971;Yes;;2020;6;2020;1;No;Yes;9;No;US;US;Optum;US;5.0
Increased Readmission Rates in Younger Male Patients Due to Suicidal Risk in Newly Diagnosed Depressive Disorders After Initiation of Serotonin Reuptake Inhibitors.;Pagan Colon IE and Kroin J and Kaushal S and Khan S and Alvarez Villalba CL;36589188;Yes;;2022;11;na;na;No;Yes;5;No;US;US;East Florida Division of Hospital Corporation of America ;US;
Ranking Methodology to Evaluate the Severity of a Quality Gap Using a National EHR Database.;Sivasankar S and Cheng AL and Hoffman M;34457172;Yes;;2021;;na;na;No;Yes;3;No;US;US;Cerner Corporation;US;
Phenotypic Profiling in Subjects Heterozygous for 1 of 2 Rare Variants in the Hypophosphatasia Gene (ALPL).;Tilden DR and Sheehan JH and Newman JH and Meiler J and Capra JA and Ramirez A and Simmons J and Dahir K;32803091;Yes;;2020;8;2020;5;No;Yes;4;No;US;US;Vanderbilt University Medical Center;US;3.0
Novel methodology to discern predictors of remission and patterns of disease activity over time using rheumatoid arthritis clinical trials data.;;30487994;Yes;;2018;na;2018;5;Yes;No;13;No;GB;GB;Multiple;GB;
Irritable bowel syndrome is strongly associated with the primary and idiopathic mast cell disorders.;Kurin M and Elangovan A and Alikhan MM and Al Dulaijan B and Silver E and Kaelber DC and Cooper G;34535952;Yes;;2022;5;2021;3;No;Yes;11;No;US;US;IBM;US;14.0
Provider specialty and odds of a new codeine, hydrocodone, oxycodone and tramadol prescription before and after the CDC opioid prescribing guideline publication.;Tucker J and Salas J and Zhang Z and Grucza R and Scherrer JF;33636196;No (not retrieved);Not retrieved;2021;5;2020;9;No;Yes;;;;;;;8.0
Comparing Surgical Site Occurrences in 1 versus 2-stage Breast Reconstruction via Federated EMR Network.;Singh D and Slavin BR and Holton T;33564597;Yes;;2021;1;2020;10;No;Yes;21;No;US;US;TriNetX;US;3.0
ORBDA: An openEHR benchmark dataset for performance assessment of electronic health record servers.;Teodoro D and Sundvall E and João Junior M and Ruch P and Miranda Freire S;29293556;No (excluded in title and abstract screening);No medical research (focus on data provision);2018;;2017;4;No;Yes;;;;;;;
Knowing our patients: a cross-sectional study of adult patients attending an urban Aboriginal and Torres Strait Islander primary healthcare service.;Askew DA and Jennings WJ and Hayman NE and Schluter PJ and Spurling GK;30566850;No (not retrieved);Not retrieved;2019;11;2018;6;No;Yes;;;;;;;17.0
Word embeddings trained on published case reports are lightweight, effective for clinical tasks, and free of protected health information.;Flamholz ZN and Crane-Droesch A and Ungar LH and Weissman GE;34920127;No (excluded in title and abstract screening);No tabular data;2022;1;2021;6;No;Yes;;;;;;;7.0
Examining the potential benefits of the influenza vaccine against SARS-CoV-2: A retrospective cohort analysis of 74,754 patients.;Taghioff SM and Slavin BR and Holton T and Singh D;34343191;Yes;;2021;8;2021;4;No;Yes;22;Yes;US;US;TriNetX;US, GB, IT, DE, IL, SG;4.0
Opioid Prescribing Rates in Nonmetropolitan and Metropolitan Counties Among Primary Care Providers Using an Electronic Health Record System - United States, 2014-2017.;García MC and Heilig CM and Lee SH and Faul M and Guy G and Iademarco MF and Hempstead K and Raymond D and Gray J;30653483;Yes;;2019;1;na;na;No;Yes;;No;US;US;Athenahealth;US;
Incidence of infantile Pompe disease in the Maroon population of French Guiana.;Elenga N and Verloes A and Mrsic Y and Basurko C and Schaub R and Cuadro-Alvarez E and Kom-Tchameni R and Carles G and Lambert V and Boukhari R and Fahrasmane A and Jolivet A and Nacher M and Benoist JF;29637184;Yes;;2018;na;2017;7;Yes;No;4;No;GF;FR;Multiple;GF;
Estimating causal log-odds ratio using the case-control sample and its application in the pharmaco-epidemiology study.;Zhu A and Zeng D and Zhang P and Li L;29355073;Yes;;2019;7;na;na;Yes;Yes;;No;US;US;Indiana Network for Patient Care;US;
Defining clinical subtypes of adult asthma using electronic health records: Analysis of a large UK primary care database with external validation.;Horne EMF and McLean S and Alsallakh MA and Davies GA and Price DB and Sheikh A and Tsanas A;36529028;No (excluded before screening);Outside the search period;2023;2;2022;4;Yes;Yes;10;No;GB;GB;SAIL Databank, Optimum Patient Care;GB;10.0
Impact of communication modality on caregiver ratings for deaf and hard of hearing children.;Fisher EL and Thibodaux LK and Previ D and Reesman J;34024209;Yes;;2022;10;na;na;No;Yes;8;No;US;US;Not precisely specified;US;
The correlations among racial/ethnic groups, hypertriglyceridemia, thrombosis, and mortality in hospitalized patients with COVID-19.;Rodriguez M and Dai W and Lund H and Osinski K and Zhang Z and Silverstein R and Zheng Z;36494155;Yes;;2022;9;2022;7;No;Yes;22;Yes;US;US;Not precisely specified;US;2.0
At-home ECG monitoring with a real-time outpatient cardiac telemetry system during the COVID-19 pandemic.;Jaramillo N and Malkov D and Nikakis J and Arora US and Cohen TJ;35946871;Yes;;2022;10;2022;1;No;Yes;9;Yes;US;US;Long Island Heart Rhythm Center;US;9.0
Morbidity and mortality with early pulmonary haemorrhage in preterm neonates.;Ahmad KA and Bennett MM and Ahmad SF and Clark RH and Tolia VN;29374627;Yes;;2019;1;2017;9;No;Yes;16;No;US;US;Pediatrix Medical Group;US;16.0
Emergency Department Drug Surveillance (EDDS) hospital's urinalysis results compared with expanded re-testing by an independent laboratory, a pilot study.;Schwartz BE and Dezman Z and Billing AS and Heine K and Massey E and Artigiani EE and Motavalli M and Burch G and Gandhi P and Wish ED;34871979;No (not retrieved);Not retrieved;2022;1;2021;8;No;Yes;;;;;;;5.0
Outcomes for continuous subcutaneous insulin infusion users in young adults from lower socioeconomic backgrounds.;McKee AM and Albert SG and Al-Hammadi N and Hinyard LJ;34277976;Yes;;2021;7;2020;12;No;Yes;4;No;US;US;Optum;US;7.0
Surgical Removal of Bone Bridge and Interposition of the Extensor Digitorum Brevis in the Treatment of Calcaneonavicular Coalition in Pediatric Patients: A Case Series, Short Review, and Commentary.;Angelis S and Myrgiotis D and Apostolopoulos AP and Mandragos E and Statyris NC and Filippou DK and Michelarakis JΝ;36017925;No (excluded in full-paper screening);No access;2022;;na;na;No;Yes;;;;;;;
Modulation of Medical Condition Likelihood by Patient History Similarity.;Turner J and O'Sullivan D and Bird J;32570400;No (excluded in title and abstract screening);No medical research (no new insights with direct relevance to health);2020;6;na;na;No;Yes;;;;;;;
Using electronic health records to characterize prescription patterns: focus on antidepressants in nonpsychiatric outpatient settings.;Deferio JJ and Levin TT and Cukor J and Banerjee S and Abdulrahman R and Sheth A and Mehta N and Pathak J;30474077;Yes;;2018;10;2018;4;No;Yes;5;No;US;US;Not precisely specified;US;6.0
Characterization of a Real-World Response Variable and Comparison with RECIST-Based Response Rates from Clinical Trials in Advanced NSCLC.;Ma X and Bellomo L and Magee K and Bennette CS and Tymejczyk O and Samant M and Tucker M and Nussbaum N and Bowser BE and Kraut JS and Bourla AB;33674928;Yes;;2021;4;2020;12;No;Yes;2;No;US;US;Flatiron Health;US;4.0
Adverse events among chronic myelogenous leukemia patients treated with tyrosine kinase inhibitors: a real-world analysis of health plan enrollees.;Chow EJ and Doody DR and Wilkes JJ and Becker LK and Chennupati S and Morin PE and Winestone LE and Henk HJ and Lyman GH;33283555;Yes;;2021;5;na;na;No;Yes;2;No;US;US;Optum;US;
Contraceptive exposure associates with urinary tract infection risk in a cohort of reproductive-age women: a case control study.;Lo C and Abraham A and Bejan CA and Reasoner SA and Davidson M and Lipworth L and Aronoff DM;36537554;No (excluded before screening);Outside the search period;2023;2;na;na;No;Yes;14;No;US;US;Vanderbilt University Medical Center;US;
The Use of Clozapine in the Serious Mental Illness Patients Enrolled in an Assertive Community Treatment Program.;Yee MR and Espiridon E and Oladunjoye AO and Millsaps U and Harvey N and Vora AH;34188983;Yes;;2021;5;na;na;No;Yes;5;No;US;US;Not precisely specified;US;
Targeted Program in an Academic Rheumatology Practice to Improve Compliance With Opioid Prescribing Guidelines for the Treatment of Chronic Pain.;Wang EJ and Helgesen R and Johr CR and Lacko HS and Ashburn MA and Merkel PA;32558375;No (excluded in full-paper screening);4a (no patient data);2021;10;2020;1;No;Yes;13;No;US;US;;?;21.0
Enhancing ontology-driven diagnostic reasoning with a symptom-dependency-aware Naïve Bayes classifier.;Shen Y and Li Y and Zheng HT and Tang B and Yang M;31196129;No (excluded in title and abstract screening);No tabular data;2019;6;2018;8;No;Yes;;;;;;;10.0
Assessment of obesity prevalence and validity of obesity diagnoses coded in claims data for selected surgical populations: A retrospective, observational study.;Ammann EM and Kalsekar I and Yoo A and Scamuffa R and Hsiao CW and Stokes AC and Morton JM and Johnston SS;31335698;Yes;;2019;7;na;na;No;Yes;4;No;US;US;Optum;US;
Indirect impact of violent events on emergency department utilization and disease patterns.;Makhlouf-Obermeyer C and Sharara E and El-Eid G and Hitti EA;32054436;Yes;;2020;2;2019;6;No;Yes;;No;LB;LB;American University of Beirut Medical Center;LB;8.0
Efficient learning from big data for cancer risk modeling: A case study with melanoma.;Richter AN and Khoshgoftaar TM;31112896;Yes;;2019;7;2019;3;No;Yes;2;No;US;US;Modernizing Medicine;US;4.0
Machine learning for suicide risk prediction in children and adolescents with electronic health records.;Su C and Aseltine R and Doshi R and Chen K and Rogers SC and Wang F;33243979;Yes;;2020;11;2020;6;No;Yes;5;No;US;US;Connecticut Children’s Medical Center;US;5.0
The Use of Long-Acting Injectable Antipsychotics (LAI) in the Serious Mental Illness (SMI) Patients Enrolled in an Assertive Community Treatment (ACT) Program.;Yee MR and Espiridon E and Oladunjoye AO and Millsaps U and Vora A and Harvey N;34007745;Yes;;2021;4;na;na;No;Yes;5;No;US;US;Not precisely specified;US;
Relation Classification for Bleeding Events From Electronic Health Records Using Deep Learning Systems: An Empirical Study.;Mitra A and Rawat BPS and McManus DD and Yu H;34255697;No (excluded in title and abstract screening);No tabular data;2021;7;2021;1;Yes;Yes;;;;;;;6.0
Exploring racial disparities in treatment patterns and outcomes for patients with multiple myeloma using real world data.;Maignan K and Fashoyin-Aje LA and Torres AZ and Fernandes LL and Gwise T and Baxi SB and Roose JP and Rivera DR and Shen YL and Kluetz PG and Gormley NJ;35440047;Yes;;2022;4;2022;1;No;Yes;2;No;US;US;Flatiron Health;US;3.0
Effects of patients' hospital discharge preferences on uptake of clinical decision support.;Cox JC and Leeds IL and Sadiraj V and Schnier KE and Sweeney JF;33684144;Yes;;2021;3;2020;8;No;Yes;;No;US;US;Not precisely specified;US;7.0
Swedish Quality Registry for Caries and Periodontal Diseases - a framework for quality development in dentistry.;von Bültzingslöwen I and Östholm H and Gahnberg L and Ericson D and Wennström JL and Paulander J;31001827;No (excluded in title and abstract screening);No medical research (focus on data provision);2019;10;na;na;Yes;No;;;;;;;
Poor compliance with an antibiotic directive-A call for intensified monitoring.;Novak F and Hørlück JT and Redder JD and Denton PW and Storgaard M;33465487;Yes;;2021;3;2020;11;No;Yes;10;No;DK;DK;Multiple;DK;4.0
Effectiveness of viable cryopreserved placental membranes for management of diabetic foot ulcers in a real world setting.;Raspovic KM and Wukich DK and Naiman DQ and Lavery LA and Kirsner RS and Kim PJ and Steinberg JS and Attinger CE and Danilkovitch A;29683538;Yes;;2018;3;2018;1;No;Yes;4;No;US;US;Multiple;US;2.0
Validity of algorithms for identifying five chronic conditions in MedicineInsight, an Australian national general practice database.;Havard A and Manski-Nankervis JA and Thistlethwaite J and Daniels B and Myton R and Tu K and Chidwick K;34090424;Yes;;2021;6;2020;12;No;Yes;;No;AU;AU;NPS MedicineWise;AU;6.0
Ethnic differences in the prevalence of frailty in the United Kingdom assessed using the electronic Frailty Index.;Pradhananga S and Regmi K and Razzaq N and Ettefaghian A and Dey AB and Hewson D;31942531;Yes;;2019;9;2019;4;No;Yes;18;No;GB;GB;AT Medics;GB;5.0
HealtheDataLab - a cloud computing solution for data science and advanced analytics in healthcare with application to predicting multi-center pediatric readmissions.;Ehwerhemuepha L and Gasperino G and Bischoff N and Taraman S and Chang A and Feaster W;32560653;No (excluded in title and abstract screening);No medical research (no new insights with direct relevance to health);2020;6;2019;5;No;Yes;;;;;;;13.0
Risk factors for having diabetic retinopathy at first screening in persons with type 1 diabetes diagnosed under 18 years of age.;Rafferty J and Owens DR and Luzio SD and Watts P and Akbari A and Thomas RL;33262478;Yes;;2021;10;2020;2;No;Yes;4;No;GB;GB;SAIL Databank;GB;20.0
Monitoring Rates of Malnutrition Risk in Outpatient Cancer Centers Utilizing the Malnutrition Screening Tool Embedded into the Electronic Health Record.;Trujillo EB and Shapiro AC and Stephens N and Johnson SJ and Mills JB and Zimmerman AR and Spees CK;33309592;Yes;;2021;5;2020;6;No;Yes;4;No;US;US;Multiple;US;11.0
Factors driving frequent attendance at emergency departments for patients with head and neck cancer.;Tan AL and Iyer NG and Putri N and Nadkarni N and Skanthakumar T and Wong TH and Tay GCA;31423688;Yes;;2019;11;2018;12;No;Yes;2;No;SG;SG;National Cancer Centre;SG;11.0
MODELHealth: Facilitating Machine Learning on Big Health Data Networks.;Pitoglou S and Anastasiou A and Androutsou T and Giannouli D and Kostalas E and Matsopoulos G and Koutsouris D;31946332;No (excluded in title and abstract screening);No real-world application (findings not based on real-world data);2019;7;na;na;No;Yes;;;;;;;
Naloxone reversal of clonidine toxicity: dose, dose, dose.;Seger DL and Loden JK;29544366;Yes;;2018;10;na;na;No;Yes;;No;US;US;Vanderbilt University Medical Center;US;
Analysis of Emergency Department Utilization in Medicaid Expansion and Non-expansion States.;Lall A and Devereaux R and Flynn M and Vandever C and Tomsky-Jackson K;34765344;Yes;;2021;10;na;na;No;Yes;;No;US;US;Hospital Corporation of America (HCA) / Multiple;US;
Linking 'data silos' to investigate anaemia among Aboriginal and Torres Strait Islander mothers and children in Far North Queensland.;Leonard D and Buettner P and Thompson F and Makrides M and McDermott R;30151954;No (excluded in title and abstract screening);No medical research (focus on data provision);2018;10;2018;1;No;Yes;;;;;;;9.0
